caseid,lengua_materna,tipo_residencia,educacion_anios_simples,miembros_hogar,indice_de_riqueza,edad_primer_nacimiento,d104,d106,d107,d108,indice_violencia
      363306201  1,10,1.0,17,1,1.0,,0,0,0,0,0
      363401001  1,10,1.0,16,3,3.0,35.0,0,0,0,0,0
      363402801  2,10,1.0,6,5,2.0,15.0,0,1,1,0,2
      363405001  2,10,1.0,16,4,3.0,20.0,0,0,0,0,0
      363406401  1,1,1.0,13,4,3.0,19.0,1,1,1,0,3
      363406401  3,10,1.0,6,4,3.0,,0,0,0,0,0
      363406501  2,10,1.0,12,3,2.0,17.0,1,0,0,0,1
      363408601  2,10,1.0,13,4,2.0,20.0,0,1,0,0,1
      363501101  1,10,1.0,16,3,2.0,27.0,0,0,0,0,0
      363501301  1,10,1.0,11,5,2.0,23.0,0,0,0,0,0
      363501301  4,10,1.0,10,5,2.0,,0,0,0,0,0
      363503001  2,1,1.0,7,4,2.0,21.0,0,0,0,0,0
      363503201  5,10,1.0,11,9,2.0,16.0,0,0,0,0,0
      363503201  8,10,1.0,6,9,2.0,,0,0,0,0,0
      363503201  9,10,1.0,10,9,2.0,,0,0,0,0,0
      363503401  2,10,1.0,8,3,2.0,16.0,0,0,0,0,0
      363503801  2,10,1.0,14,4,3.0,24.0,0,1,0,0,1
      363505801  2,1,1.0,14,5,2.0,22.0,0,0,0,0,0
      363505801  4,1,1.0,9,5,2.0,17.0,1,1,0,1,3
      363507201  2,10,1.0,12,5,3.0,28.0,0,0,0,0,0
      363508001  1,10,1.0,14,2,2.0,29.0,0,0,0,0,0
      363600501  2,10,1.0,11,3,2.0,16.0,0,0,0,0,0
      363602201  2,10,1.0,11,5,2.0,18.0,0,0,0,0,0
      363602201  5,10,1.0,7,5,2.0,,0,0,0,0,0
      363603501  1,10,1.0,9,6,3.0,16.0,1,1,0,0,2
      363603501  3,10,1.0,7,6,3.0,14.0,0,0,0,0,0
      363603701  2,10,1.0,11,4,3.0,18.0,1,1,1,1,4
      363606001  2,10,1.0,8,7,2.0,18.0,0,0,0,0,0
      363606001  5,10,1.0,11,7,2.0,18.0,0,0,0,0,0
      363608501  1,2,1.0,0,3,2.0,13.0,0,0,1,0,1
      363608501  2,10,1.0,7,3,2.0,15.0,0,0,0,0,0
      363609401  2,10,1.0,6,8,2.0,18.0,0,0,0,0,0
      363609401  4,10,1.0,8,8,2.0,,0,0,0,0,0
      363609401  6,10,1.0,16,8,2.0,25.0,1,1,1,0,3
      363611401  2,1,1.0,4,5,3.0,17.0,0,0,0,0,0
      363611401  4,10,1.0,13,5,3.0,19.0,0,0,0,0,0
      363701201  2,1,1.0,14,4,4.0,24.0,0,1,0,0,1
      363702101  2,1,1.0,11,3,2.0,27.0,0,1,0,0,1
      363704401  1,1,1.0,11,2,5.0,18.0,1,1,0,0,2
      363705101  1,1,1.0,11,2,2.0,28.0,1,1,0,1,3
      363705401  1,1,1.0,6,3,2.0,19.0,1,0,0,0,1
      363800201  2,10,1.0,11,2,1.0,20.0,0,0,0,0,0
      363800401  1,1,1.0,9,4,2.0,18.0,1,1,0,0,2
      363800401  2,10,1.0,7,4,2.0,,0,0,0,0,0
      363803101  2,3,1.0,11,2,2.0,22.0,0,0,0,0,0
      363803501  2,10,1.0,14,7,3.0,19.0,0,0,0,0,0
      363803501  6,10,1.0,16,7,3.0,24.0,0,0,0,0,0
      363804001  3,10,1.0,13,3,3.0,,0,0,0,0,0
      363901301  2,10,1.0,12,3,1.0,22.0,0,0,0,0,0
      363902001  1,10,1.0,11,3,1.0,25.0,0,0,0,0,0
      363902201  2,1,1.0,11,5,1.0,20.0,0,0,0,0,0
      363902201  3,10,1.0,9,5,1.0,,0,0,0,0,0
      363902201  5,10,1.0,16,5,1.0,,0,0,0,0,0
      363903901  1,1,1.0,9,7,1.0,16.0,0,0,0,0,0
      363903901  3,10,1.0,8,7,1.0,,0,0,0,0,0
      363905401  2,10,1.0,16,3,2.0,29.0,0,0,0,0,0
      364000601  1,1,1.0,11,5,1.0,19.0,0,0,0,0,0
      364000601  3,10,1.0,11,5,1.0,,0,0,0,0,0
      364000601  4,10,1.0,7,5,1.0,,0,0,0,0,0
      364001401  1,1,1.0,11,6,1.0,18.0,1,1,0,0,2
      364001401  2,10,1.0,6,6,1.0,,0,0,0,0,0
      364001402  1,10,1.0,12,2,2.0,20.0,1,1,0,0,2
      364001501  1,1,1.0,4,6,1.0,18.0,1,1,0,0,2
      364001501  3,10,1.0,8,6,1.0,,0,0,0,0,0
      364004201  1,1,1.0,9,4,2.0,18.0,0,0,0,0,0
      364004401  2,1,1.0,14,5,3.0,21.0,0,0,0,0,0
      364004401  3,10,1.0,9,5,3.0,,0,0,0,0,0
      364004801  1,1,1.0,11,5,1.0,20.0,0,0,0,0,0
      364004801  5,1,1.0,6,5,1.0,,0,0,0,0,0
      364104301  3,10,2.0,6,5,3.0,,0,0,0,0,0
      364104401  1,10,2.0,11,5,2.0,18.0,1,1,1,1,4
      364104601  2,1,2.0,2,4,2.0,18.0,1,0,0,0,1
      364106201  1,1,2.0,11,4,2.0,17.0,0,0,0,0,0
      364106501  1,1,2.0,11,2,2.0,21.0,0,1,0,0,1
      364107001  2,1,2.0,6,5,1.0,17.0,0,0,0,0,0
      364107701  2,10,2.0,6,6,2.0,13.0,0,0,0,0,0
      364107801  2,10,2.0,11,5,2.0,20.0,0,0,0,0,0
      364107901  2,1,2.0,6,7,1.0,28.0,0,0,0,0,0
      364107901  3,10,2.0,9,7,1.0,,0,0,0,0,0
      364108001  1,1,2.0,9,6,2.0,17.0,0,0,0,0,0
      364108001  4,10,2.0,11,6,2.0,24.0,1,1,0,0,2
      364108101  3,10,2.0,7,3,2.0,,0,0,0,0,0
      364200301  2,10,2.0,6,4,1.0,15.0,1,1,0,0,2
      364200501  1,10,2.0,11,3,1.0,16.0,1,1,1,1,4
      364200601  1,10,2.0,6,2,2.0,19.0,0,0,0,0,0
      364207601  2,10,2.0,13,3,1.0,30.0,0,0,0,0,0
      364207701  3,10,2.0,10,4,1.0,15.0,0,0,0,0,0
      364207801  2,10,2.0,7,6,1.0,20.0,0,0,0,0,0
      364207901  2,1,2.0,7,5,1.0,21.0,0,0,0,0,0
      364208601  2,1,2.0,11,6,2.0,22.0,0,1,0,0,1
      364208601  3,10,2.0,6,6,2.0,,0,0,0,0,0
      364208701  2,2,2.0,11,5,1.0,22.0,0,0,0,0,0
      364208801  2,10,2.0,11,3,1.0,27.0,0,0,0,0,0
      364208901  2,10,2.0,11,3,1.0,27.0,0,0,0,0,0
      364209001  2,1,2.0,6,5,1.0,23.0,0,0,0,0,0
      364300101  2,1,2.0,0,6,1.0,22.0,1,1,1,0,3
      364300101  5,10,2.0,11,6,1.0,19.0,0,0,0,0,0
      364300201  1,1,2.0,9,4,1.0,16.0,1,1,1,1,4
      364300301  2,10,2.0,8,4,2.0,37.0,0,0,0,0,0
      364300401  2,10,2.0,11,4,3.0,19.0,1,0,0,0,1
      364300501  1,10,2.0,14,2,1.0,18.0,0,0,0,0,0
      364305401  2,10,2.0,9,4,2.0,15.0,0,0,0,0,0
      364305501  2,5,2.0,11,4,1.0,16.0,0,0,0,0,0
      364305701  2,1,2.0,6,4,1.0,19.0,1,0,0,0,1
      364305801  1,10,2.0,9,5,1.0,15.0,0,0,0,0,0
      364305801  2,10,2.0,9,5,1.0,,0,0,0,0,0
      364305801  3,10,2.0,7,5,1.0,,0,0,0,0,0
      364309701  1,10,2.0,16,1,2.0,,0,0,0,0,0
      364310001  2,1,2.0,11,3,1.0,25.0,0,0,0,0,0
      364310201  2,10,2.0,14,5,1.0,18.0,0,0,0,0,0
      364310301  2,10,2.0,11,5,1.0,19.0,0,1,0,1,2
      364400101  1,10,2.0,14,4,1.0,22.0,0,0,0,0,0
      364400701  2,10,2.0,6,11,1.0,19.0,0,0,0,0,0
      364400701  4,10,2.0,7,11,1.0,,0,0,0,0,0
      364400701  8,10,2.0,9,11,1.0,15.0,0,0,0,0,0
      364401501  2,10,2.0,9,5,2.0,17.0,0,0,0,0,0
      364401501  4,10,2.0,11,5,2.0,17.0,0,0,0,0,0
      364401901  1,10,2.0,8,4,1.0,21.0,0,0,0,0,0
      364500701  1,10,1.0,12,5,2.0,21.0,1,1,0,0,2
      364500701  3,10,1.0,9,5,2.0,,0,0,0,0,0
      364502901  2,10,1.0,16,3,3.0,,0,0,0,0,0
      364503801  1,10,1.0,14,4,4.0,23.0,0,1,0,0,1
      364503801  3,10,1.0,6,4,4.0,,0,0,0,0,0
      364505501  2,10,1.0,14,4,5.0,23.0,0,0,0,0,0
      364507001  1,10,1.0,14,3,4.0,27.0,0,0,0,0,0
      364508001  1,10,1.0,16,3,5.0,28.0,1,0,0,0,1
      364509601  1,10,1.0,17,5,5.0,24.0,0,0,0,0,0
      364604001  3,10,1.0,12,9,5.0,17.0,0,0,0,0,0
      364604001  7,10,1.0,11,9,5.0,21.0,0,0,0,0,0
      364606501  2,10,1.0,7,5,4.0,17.0,0,0,0,0,0
      364606501  3,10,1.0,7,5,4.0,,0,0,0,0,0
      364608501  2,10,1.0,17,4,4.0,15.0,0,0,0,0,0
      364609901  2,10,1.0,11,3,3.0,31.0,0,0,0,0,0
      364610801  3,10,1.0,16,5,4.0,,0,0,0,0,0
      364611401  2,1,1.0,14,3,3.0,24.0,0,0,0,0,0
      364706201  2,10,1.0,14,4,5.0,21.0,0,0,0,0,0
      364707601  2,10,1.0,14,7,5.0,21.0,0,0,0,0,0
      364708301  2,10,1.0,16,2,4.0,,0,0,0,0,0
      364708401  2,10,1.0,11,3,4.0,27.0,0,1,0,0,1
      364711001  2,10,1.0,16,5,5.0,25.0,0,0,0,0,0
      364711001  4,10,1.0,7,5,5.0,,0,0,0,0,0
      364711201  2,10,1.0,16,3,4.0,23.0,0,0,0,0,0
      364800201  2,10,1.0,14,4,4.0,28.0,0,0,0,0,0
      364801301  2,10,1.0,6,5,2.0,17.0,0,0,0,0,0
      364801301  3,10,1.0,7,5,2.0,,0,0,0,0,0
      364804701  1,10,1.0,11,3,5.0,21.0,0,0,0,0,0
      364805901  2,10,1.0,16,4,3.0,29.0,0,0,0,0,0
      364806001  2,2,1.0,2,2,1.0,17.0,0,0,0,0,0
      364806501  1,2,1.0,11,4,3.0,18.0,0,0,0,0,0
      364809301  1,1,1.0,16,2,2.0,25.0,0,0,0,0,0
      364904701  2,1,1.0,10,5,3.0,19.0,0,0,0,0,0
      364904701  4,10,1.0,14,5,3.0,,0,0,0,0,0
      364904901  2,10,1.0,16,4,5.0,31.0,0,0,0,0,0
      364907801  2,10,1.0,14,5,5.0,27.0,1,1,0,1,3
      364909601  2,2,1.0,11,5,3.0,19.0,0,0,0,0,0
      364909701  1,10,1.0,14,4,4.0,19.0,0,0,0,0,0
      364910701  1,2,1.0,9,6,2.0,19.0,1,1,0,0,2
      364910901  2,10,1.0,14,3,2.0,20.0,0,0,0,0,0
      365001601  2,10,1.0,13,4,3.0,19.0,0,0,0,0,0
      365002101  1,10,1.0,16,2,5.0,,1,0,0,0,1
      365003901  4,10,1.0,16,7,5.0,22.0,0,0,0,1,1
      365003901  5,10,1.0,6,7,5.0,,0,0,0,0,0
      365005701  2,10,1.0,16,4,5.0,27.0,0,0,0,0,0
      365008301  2,10,1.0,17,3,4.0,26.0,0,0,0,0,0
      365009301  2,10,1.0,11,3,2.0,19.0,0,0,0,0,0
      365009401  1,10,1.0,11,4,5.0,24.0,0,0,0,0,0
      365009401  3,10,1.0,12,4,5.0,,0,0,0,0,0
      365010401  1,10,1.0,14,4,4.0,20.0,0,1,0,0,1
      365101101  1,1,1.0,11,3,2.0,25.0,0,1,1,0,2
      365101101  2,10,1.0,6,3,2.0,,0,0,0,0,0
      365104001  1,10,1.0,9,4,3.0,17.0,0,0,0,0,0
      365104001  2,10,1.0,12,4,3.0,,0,0,0,0,0
      365104101  2,2,1.0,11,4,2.0,30.0,0,0,0,0,0
      365105501  1,1,1.0,11,4,2.0,16.0,0,1,1,0,2
      365106501  2,2,1.0,11,5,3.0,15.0,1,1,0,0,2
      365106501  3,10,1.0,8,5,3.0,,0,0,0,0,0
      365107101  2,10,1.0,11,4,2.0,19.0,0,0,0,0,0
      365107101  3,10,1.0,11,4,2.0,16.0,0,0,0,0,0
      365107601  2,10,1.0,11,4,2.0,23.0,0,1,0,0,1
      365109601  3,10,1.0,14,4,3.0,18.0,0,0,0,0,0
      365202801  2,10,1.0,12,3,2.0,21.0,1,1,0,0,2
      365204501  1,10,1.0,8,4,3.0,19.0,0,0,0,0,0
      365204501  2,10,1.0,14,4,3.0,,0,0,0,0,0
      365204501  3,10,1.0,14,4,3.0,23.0,0,0,0,0,0
      365204801  1,10,1.0,14,3,2.0,26.0,0,0,0,0,0
      365206001  1,10,1.0,14,4,2.0,27.0,0,0,0,0,0
      365206801  2,10,1.0,11,3,2.0,26.0,0,1,0,0,1
      365209601  2,10,1.0,15,5,3.0,24.0,0,0,0,0,0
      365301001  2,10,1.0,17,4,5.0,30.0,1,0,0,0,1
      365301501  1,10,1.0,14,4,4.0,20.0,1,1,0,0,2
      365301501  2,10,1.0,10,4,4.0,,0,0,0,0,0
      365302401  2,10,1.0,16,3,5.0,33.0,0,0,0,0,0
      365302601  1,10,1.0,16,5,5.0,23.0,0,0,0,0,0
      365302601  3,10,1.0,9,5,5.0,,0,0,0,0,0
      365303801  5,10,1.0,9,5,5.0,,0,0,0,0,0
      365305701  1,10,1.0,14,1,5.0,19.0,0,0,0,0,0
      365401301  1,10,1.0,13,4,4.0,18.0,0,0,0,0,0
      365401301  2,10,1.0,16,4,4.0,,0,0,0,0,0
      365401301  3,10,1.0,11,4,4.0,,0,0,0,0,0
      365402001  1,2,1.0,12,3,3.0,21.0,0,1,0,0,1
      365403001  1,10,1.0,11,5,5.0,21.0,0,0,0,0,0
      365403001  3,10,1.0,11,5,5.0,20.0,1,1,0,0,2
      365403801  1,10,1.0,14,5,5.0,22.0,0,0,0,0,0
      365403801  4,10,1.0,14,5,5.0,23.0,1,1,0,0,2
      365405001  2,10,1.0,14,3,2.0,25.0,0,0,0,0,0
      365408701  2,10,1.0,11,7,3.0,22.0,0,0,0,0,0
      365408701  3,10,1.0,7,7,3.0,,0,0,0,0,0
      365408701  6,10,1.0,11,7,3.0,,0,0,0,0,0
      365501901  2,1,1.0,1,5,4.0,20.0,0,1,1,1,3
      365506101  2,1,1.0,6,4,4.0,19.0,1,1,0,0,2
      365507401  1,2,1.0,11,2,1.0,19.0,0,1,1,0,2
      365507501  1,1,1.0,9,2,3.0,18.0,1,1,0,0,2
      365511601  2,10,1.0,11,5,5.0,20.0,0,0,0,0,0
      365602401  1,10,1.0,14,2,4.0,33.0,0,0,0,0,0
      365606801  2,10,1.0,11,4,4.0,22.0,0,0,0,0,0
      365607701  2,10,1.0,18,3,5.0,34.0,0,0,0,0,0
      365610001  3,10,1.0,15,6,4.0,27.0,0,0,0,0,0
      365610201  3,10,1.0,17,3,4.0,,0,0,0,0,0
      365612701  2,10,1.0,13,4,5.0,25.0,0,0,0,0,0
      365612701  4,10,1.0,6,4,5.0,,0,0,0,0,0
      365613001  1,10,1.0,16,3,5.0,35.0,0,0,0,0,0
      365701401  2,10,1.0,10,3,4.0,,0,0,0,0,0
      365706301  2,10,1.0,11,3,4.0,34.0,0,0,0,0,0
      365709501  3,10,1.0,16,5,5.0,33.0,0,0,0,0,0
      365711601  2,2,1.0,11,4,3.0,22.0,0,0,0,0,0
      365711601  4,10,1.0,8,4,3.0,,0,0,0,0,0
      365712601  3,10,1.0,13,5,5.0,,0,0,0,0,0
      365712601  4,10,1.0,11,5,5.0,31.0,0,0,0,0,0
      365802001  2,10,1.0,13,7,5.0,18.0,0,0,0,0,0
      365802001  5,10,1.0,14,7,5.0,16.0,0,0,0,0,0
      365802101  3,10,1.0,16,4,5.0,,0,0,0,0,0
      365803101  3,10,1.0,16,5,5.0,27.0,0,0,0,0,0
      365803301  2,10,1.0,11,3,3.0,39.0,0,0,0,0,0
      365805601  3,10,1.0,14,4,5.0,,0,0,0,0,0
      365806801  2,10,1.0,11,3,5.0,20.0,1,1,0,0,2
      365809201  2,10,1.0,16,2,4.0,,0,0,0,0,0
      365904101  4,10,1.0,16,6,5.0,35.0,0,0,0,0,0
      365906101  2,10,1.0,16,5,4.0,25.0,0,0,0,0,0
      365907301  2,10,1.0,14,3,5.0,26.0,0,0,0,0,0
      365908801  4,10,1.0,8,5,5.0,,0,0,0,0,0
      365910301  2,10,1.0,11,3,4.0,24.0,0,0,0,0,0
      365912701  4,10,1.0,16,9,5.0,31.0,0,0,0,0,0
      365912701  6,10,1.0,14,9,5.0,23.0,0,0,0,0,0
      365913301  2,10,1.0,16,3,5.0,24.0,0,0,0,0,0
      365914101  3,10,1.0,11,6,5.0,22.0,0,1,0,0,1
      366001401  2,10,1.0,14,6,4.0,20.0,0,1,0,0,1
      366001401  3,10,1.0,7,6,4.0,,0,0,0,0,0
      366002301  2,1,1.0,11,4,3.0,24.0,0,0,0,0,0
      366003001  2,2,1.0,11,5,4.0,20.0,0,0,0,0,0
      366003001  3,10,1.0,11,5,4.0,,0,0,0,0,0
      366003001  4,10,1.0,8,5,4.0,,0,0,0,0,0
      366007201  2,2,1.0,11,4,4.0,23.0,0,0,0,0,0
      366008401  2,2,1.0,8,7,2.0,15.0,0,0,0,0,0
      366008401  5,2,1.0,11,7,2.0,21.0,0,0,0,0,0
      366009501  1,10,1.0,14,6,3.0,25.0,0,0,0,0,0
      366100301  2,10,2.0,3,3,2.0,19.0,0,0,0,0,0
      366100601  2,2,2.0,11,4,2.0,21.0,1,0,0,0,1
      366101101  2,10,2.0,11,2,2.0,17.0,0,0,0,0,0
      366101501  1,10,2.0,11,2,1.0,27.0,0,0,0,0,0
      366101501  2,10,2.0,13,2,1.0,,0,0,0,0,0
      366102701  1,10,2.0,6,2,1.0,20.0,0,0,0,0,0
      366102701  2,10,2.0,5,2,1.0,,0,0,0,0,0
      366102801  4,10,2.0,11,4,1.0,,0,0,0,0,0
      366202501  3,10,2.0,9,5,3.0,,0,0,0,0,0
      366202901  2,1,2.0,3,5,3.0,15.0,1,1,0,0,2
      366204001  2,10,2.0,14,4,2.0,24.0,0,0,0,0,0
      366204201  1,1,2.0,5,3,2.0,16.0,1,0,0,0,1
      366204301  3,10,2.0,16,3,4.0,,0,0,0,0,0
      366206001  2,2,2.0,11,4,2.0,17.0,0,0,0,0,0
      366206001  3,2,2.0,16,4,2.0,,0,0,0,0,0
      366206601  2,10,2.0,14,3,3.0,36.0,0,0,0,0,0
      366304401  1,10,2.0,18,3,3.0,26.0,0,0,0,0,0
      366304701  2,10,2.0,11,4,2.0,21.0,0,0,0,0,0
      366306501  3,10,2.0,11,4,1.0,36.0,0,0,0,0,0
      366308001  3,10,2.0,12,5,1.0,19.0,0,1,0,0,1
      366308301  2,10,2.0,11,3,2.0,42.0,1,0,0,0,1
      366308401  2,10,2.0,11,5,2.0,18.0,0,0,0,0,0
      366308401  5,10,2.0,9,5,2.0,,0,0,0,0,0
      366401201  4,1,2.0,13,7,1.0,18.0,0,0,0,0,0
      366401201  7,10,2.0,10,7,1.0,,0,0,0,0,0
      366401501  1,1,2.0,6,3,1.0,16.0,0,0,0,0,0
      366401501  3,10,2.0,13,3,1.0,,0,0,0,0,0
      366404001  2,1,2.0,8,4,1.0,14.0,0,0,0,0,0
      366404101  1,1,2.0,10,2,1.0,16.0,1,1,0,1,3
      366404201  2,1,2.0,11,5,1.0,21.0,0,0,0,0,0
      366404301  2,1,2.0,5,4,1.0,22.0,0,0,0,0,0
      366502401  1,10,2.0,16,3,2.0,18.0,0,1,0,0,1
      366502501  1,2,2.0,16,4,1.0,25.0,0,0,0,0,0
      366502901  2,10,2.0,9,5,1.0,16.0,0,0,0,0,0
      366507601  3,10,2.0,14,3,4.0,,0,0,0,0,0
      366507801  4,10,2.0,12,7,3.0,26.0,0,0,0,0,0
      366507801  5,10,2.0,11,7,3.0,,0,0,0,0,0
      366507801  6,10,2.0,6,7,3.0,,0,0,0,0,0
      366603201  2,2,2.0,1,3,1.0,21.0,0,0,0,0,0
      366606701  3,10,2.0,11,4,1.0,29.0,0,0,0,0,0
      366607101  2,10,2.0,11,4,1.0,19.0,0,0,0,0,0
      366607801  4,10,2.0,6,6,1.0,17.0,1,0,0,0,1
      366607801  5,10,2.0,8,6,1.0,,0,0,0,0,0
      366700401  2,10,1.0,16,3,3.0,25.0,1,0,0,0,1
      366700801  2,10,1.0,11,4,3.0,,0,0,0,0,0
      366700801  3,10,1.0,11,4,3.0,,0,0,0,0,0
      366703201  2,1,1.0,11,4,4.0,28.0,0,0,0,0,0
      366704001  1,10,1.0,0,5,3.0,23.0,0,0,0,0,0
      366704001  2,10,1.0,14,5,3.0,,0,0,0,0,0
      366704001  3,10,1.0,13,5,3.0,16.0,0,0,0,0,0
      366707001  2,10,1.0,14,6,3.0,17.0,0,0,0,0,0
      366707001  3,10,1.0,16,6,3.0,,0,0,0,0,0
      366707001  4,10,1.0,15,6,3.0,,0,0,0,0,0
      366801801  3,10,1.0,13,3,3.0,,0,0,0,0,0
      366802701  2,10,1.0,16,3,3.0,23.0,0,0,0,0,0
      366804701  2,1,1.0,11,6,3.0,16.0,0,0,0,0,0
      366804701  3,10,1.0,8,6,3.0,,0,0,0,0,0
      366804701  4,10,1.0,6,6,3.0,,0,0,0,0,0
      366805901  2,10,1.0,11,7,4.0,19.0,1,1,0,0,2
      366805901  5,10,1.0,14,7,4.0,20.0,0,0,0,0,0
      366812201  2,10,1.0,16,5,3.0,23.0,0,0,0,0,0
      366812301  1,10,1.0,11,3,2.0,17.0,0,0,0,0,0
      366812601  2,10,1.0,11,4,2.0,21.0,0,0,0,0,0
      366812701  2,10,1.0,13,4,2.0,20.0,0,0,0,0,0
      366900401  2,10,1.0,8,4,3.0,21.0,0,0,0,0,0
      366903101  1,1,1.0,6,6,1.0,18.0,0,0,0,0,0
      366903101  4,10,1.0,11,6,1.0,,0,0,0,0,0
      366903101  5,10,1.0,6,6,1.0,,0,0,0,0,0
      366904501  2,10,1.0,11,5,2.0,19.0,0,1,0,0,1
      366904801  2,10,1.0,14,4,2.0,23.0,0,1,0,0,1
      366904801  3,10,1.0,6,4,2.0,,0,0,0,0,0
      366905701  2,10,1.0,14,4,2.0,20.0,0,0,0,0,0
      366906701  2,10,1.0,11,6,2.0,21.0,0,0,0,0,0
      366906701  3,10,1.0,9,6,2.0,,0,0,0,0,0
      366908101  2,10,1.0,9,5,2.0,17.0,0,0,0,0,0
      366909801  2,10,1.0,9,6,2.0,20.0,1,1,0,0,2
      366909801  3,10,1.0,7,6,2.0,,0,0,0,0,0
      367001001  2,10,1.0,11,5,4.0,17.0,0,0,0,0,0
      367001301  2,10,1.0,13,4,3.0,21.0,0,0,0,0,0
      367005301  2,10,1.0,14,5,2.0,22.0,0,1,0,1,2
      367007401  2,1,1.0,14,3,2.0,29.0,0,0,0,0,0
      367009101  2,1,1.0,11,5,2.0,23.0,0,0,0,0,0
      367009701  2,10,1.0,11,5,3.0,14.0,0,1,0,0,1
      367009701  3,10,1.0,10,5,3.0,,0,0,0,0,0
      367012501  2,10,1.0,14,5,2.0,20.0,0,1,0,0,1
      367014201  2,1,1.0,13,5,2.0,18.0,0,0,0,0,0
      367100601  2,10,1.0,10,3,4.0,24.0,0,0,0,0,0
      367102101  2,10,1.0,11,4,3.0,20.0,0,0,0,0,0
      367106401  2,10,1.0,11,4,2.0,17.0,0,0,0,0,0
      367107801  4,10,1.0,14,6,2.0,20.0,0,0,0,0,0
      367108101  2,10,1.0,14,5,4.0,27.0,1,1,0,0,2
      367108401  2,10,1.0,11,4,2.0,33.0,0,0,0,0,0
      367109201  5,10,1.0,10,6,3.0,14.0,0,0,0,0,0
      367200101  2,10,1.0,16,4,3.0,25.0,0,0,0,0,0
      367201101  2,10,1.0,11,7,3.0,20.0,1,1,0,0,2
      367201501  2,10,1.0,16,4,3.0,25.0,0,0,0,0,0
      367202801  2,10,1.0,12,5,2.0,21.0,0,0,0,0,0
      367204201  2,10,1.0,6,2,2.0,,0,0,0,0,0
      367205101  2,10,1.0,11,5,1.0,21.0,0,0,0,0,0
      367205901  2,10,1.0,13,4,3.0,20.0,0,0,0,0,0
      367206101  2,10,1.0,14,4,4.0,21.0,0,0,0,0,0
      367206101  3,10,1.0,11,4,4.0,,0,0,0,0,0
      367206101  4,10,1.0,9,4,4.0,,0,0,0,0,0
      367300101  1,10,1.0,16,3,2.0,28.0,0,0,0,0,0
      367303401  2,10,1.0,16,8,2.0,20.0,0,0,0,0,0
      367303401  6,10,1.0,14,8,2.0,21.0,0,0,0,0,0
      367303901  2,10,1.0,9,3,1.0,,0,0,0,0,0
      367303901  3,10,1.0,5,3,1.0,,0,0,0,0,0
      367310401  2,10,1.0,11,5,3.0,17.0,0,0,0,0,0
      367310401  3,10,1.0,6,5,3.0,,0,0,0,0,0
      367311201  2,10,1.0,16,3,4.0,32.0,0,0,0,0,0
      367315501  2,10,1.0,12,3,4.0,22.0,0,0,0,0,0
      367318601  2,10,1.0,16,3,4.0,32.0,0,0,0,0,0
      367319601  2,10,1.0,9,4,2.0,23.0,0,0,0,0,0
      367320701  2,10,1.0,14,4,1.0,19.0,0,0,0,0,0
      367400801  2,10,1.0,16,3,1.0,29.0,0,0,0,0,0
      367403501  2,1,1.0,11,3,1.0,,0,0,0,0,0
      367404501  2,10,1.0,9,4,1.0,17.0,0,0,0,0,0
      367404801  2,10,1.0,1,3,1.0,18.0,0,0,0,0,0
      367404801  3,10,1.0,10,3,1.0,,0,0,0,0,0
      367500101  1,10,1.0,12,3,2.0,20.0,0,0,0,0,0
      367500401  2,10,1.0,16,4,2.0,29.0,0,0,0,0,0
      367503801  2,10,1.0,16,6,4.0,28.0,0,0,0,0,0
      367503801  5,10,1.0,13,6,4.0,18.0,0,0,0,0,0
      367504301  3,10,1.0,10,4,3.0,16.0,0,0,0,0,0
      367504701  2,10,1.0,14,4,1.0,16.0,0,0,0,0,0
      367505801  3,10,1.0,9,3,2.0,,0,0,0,0,0
      367600801  2,10,1.0,1,3,2.0,22.0,0,0,0,0,0
      367600901  1,10,1.0,11,2,2.0,20.0,1,1,0,0,2
      367600901  2,10,1.0,10,2,2.0,,0,0,0,0,0
      367602401  2,10,1.0,14,3,2.0,25.0,0,0,0,0,0
      367605501  1,10,1.0,10,5,3.0,18.0,0,0,0,0,0
      367607401  2,10,1.0,6,6,3.0,21.0,0,0,0,0,0
      367609201  2,10,1.0,14,4,3.0,21.0,0,0,0,0,0
      367609601  1,10,1.0,11,3,1.0,21.0,0,0,0,0,0
      367610501  2,10,1.0,11,4,2.0,23.0,0,0,0,0,0
      367612701  2,10,1.0,6,5,2.0,17.0,0,0,0,0,0
      367704001  2,2,1.0,11,3,3.0,26.0,0,0,0,0,0
      367709001  2,10,1.0,11,4,3.0,23.0,0,0,0,0,0
      367710001  2,10,1.0,13,4,5.0,31.0,0,0,0,0,0
      367713001  2,10,1.0,14,4,4.0,16.0,0,0,0,0,0
      367714201  3,10,1.0,12,5,4.0,20.0,1,1,0,0,2
      367715901  2,10,1.0,14,3,2.0,27.0,0,0,0,0,0
      367719301  2,10,1.0,11,4,1.0,18.0,0,0,0,0,0
      367719901  2,10,1.0,16,3,2.0,35.0,0,0,0,0,0
      367800501  2,10,1.0,9,4,1.0,21.0,0,1,0,0,1
      367801401  2,10,1.0,9,4,1.0,15.0,0,0,0,0,0
      367801701  2,10,1.0,6,4,1.0,23.0,0,0,0,0,0
      367805301  2,10,1.0,16,6,3.0,18.0,0,0,0,0,0
      367807701  1,10,1.0,15,2,2.0,25.0,0,0,0,0,0
      367809301  2,10,1.0,17,4,3.0,29.0,0,0,0,0,0
