caseid,lengua_materna,tipo_residencia,educacion_anios_simples,miembros_hogar,indice_de_riqueza,edad_primer_nacimiento,d104,d106,d107,d108,indice_violencia
      360202501  2,10,2.0,10,6,1.0,17.0,0,0,0,0,0
      360202701  2,10,2.0,6,4,1.0,21.0,1,0,0,0,1
      360202701  4,10,2.0,9,4,1.0,,0,0,0,0,0
      360203101  2,10,2.0,4,4,1.0,19.0,0,1,0,0,1
      360206801  2,10,2.0,10,3,1.0,17.0,0,0,0,0,0
      360206901  2,10,2.0,11,3,1.0,27.0,0,1,0,0,1
      360207101  2,10,2.0,11,2,1.0,,1,1,1,0,3
      360207201  2,10,2.0,6,3,1.0,25.0,0,0,0,0,0
      360214901  2,10,2.0,8,4,2.0,23.0,0,0,0,0,0
      360215002  1,10,2.0,6,2,1.0,16.0,0,0,0,0,0
      360215501  2,10,2.0,11,5,2.0,18.0,0,0,0,0,0
      360216001  2,10,2.0,6,5,2.0,21.0,0,0,0,0,0
      360216001  3,10,2.0,11,5,2.0,20.0,0,0,0,0,0
      360300501  1,10,2.0,3,3,2.0,18.0,1,0,0,0,1
      360300501  2,10,2.0,11,3,2.0,,0,0,0,0,0
      360300501  3,10,2.0,7,3,2.0,,0,0,0,0,0
      360300601  1,10,2.0,12,2,1.0,21.0,1,0,0,0,1
      360300801  1,10,2.0,2,5,2.0,19.0,0,0,0,0,0
      360300901  1,10,2.0,9,5,2.0,17.0,0,0,0,0,0
      360300901  2,10,2.0,11,5,2.0,,0,0,0,0,0
      360300901  3,10,2.0,10,5,2.0,,0,0,0,0,0
      360301001  1,10,2.0,6,5,2.0,23.0,0,0,0,0,0
      360301001  3,10,2.0,9,5,2.0,,0,0,0,0,0
      360304201  2,10,2.0,14,3,2.0,15.0,0,0,0,0,0
      360304401  1,10,2.0,14,4,2.0,24.0,0,0,0,0,0
      360304401  3,10,2.0,6,4,2.0,,0,0,0,0,0
      360306001  2,10,2.0,11,5,2.0,20.0,0,0,0,0,0
      360306001  3,10,2.0,12,5,2.0,,0,0,0,0,0
      360306001  4,10,2.0,8,5,2.0,,0,0,0,0,0
      360308001  2,10,2.0,16,5,1.0,25.0,1,0,0,0,1
      360308301  1,10,2.0,17,5,3.0,34.0,0,0,0,0,0
      360308601  1,10,2.0,14,1,1.0,,0,0,0,0,0
      360400601  2,10,2.0,11,5,1.0,20.0,1,1,0,1,3
      360400701  1,10,2.0,12,3,1.0,25.0,1,0,0,1,2
      360400701  2,10,2.0,8,3,1.0,,0,0,0,0,0
      360400701  3,10,2.0,6,3,1.0,,0,0,0,0,0
      360400801  2,10,2.0,14,3,2.0,19.0,1,1,0,0,2
      360401401  3,10,2.0,11,4,2.0,,0,0,0,0,0
      360401801  3,10,2.0,13,4,1.0,,0,0,0,0,0
      360402301  4,10,2.0,11,7,1.0,23.0,0,0,0,0,0
      360402501  2,10,2.0,14,5,1.0,31.0,0,0,0,0,0
      360403801  1,10,2.0,12,2,1.0,,0,0,0,0,0
      360404601  2,10,2.0,10,4,1.0,19.0,0,0,0,0,0
      360404601  3,10,2.0,6,4,1.0,,0,0,0,0,0
      360405401  1,1,2.0,11,3,1.0,21.0,0,0,0,0,0
      360407301  1,10,2.0,16,2,2.0,26.0,0,0,0,0,0
      360408001  2,10,2.0,11,5,2.0,20.0,0,0,0,0,0
      360408501  2,10,2.0,13,5,1.0,21.0,0,0,0,0,0
      360505101  2,10,2.0,11,4,3.0,20.0,0,1,0,0,1
      360508801  2,10,2.0,11,7,2.0,20.0,0,0,0,0,0
      360508801  3,10,2.0,11,7,2.0,,0,0,0,0,0
      360508801  4,10,2.0,8,7,2.0,,0,0,0,0,0
      360508902  2,10,2.0,16,4,2.0,18.0,0,0,0,0,0
      360508902  3,10,2.0,12,4,2.0,,0,0,0,0,0
      360508903  2,10,2.0,11,4,2.0,18.0,0,0,0,0,0
      360509201  2,10,2.0,8,4,2.0,,0,0,0,0,0
      360509201  3,10,2.0,6,4,2.0,13.0,0,0,0,0,0
      360509301  2,10,2.0,11,4,2.0,18.0,0,0,0,0,0
      360509301  3,10,2.0,11,4,2.0,,0,0,0,0,0
      360509301  4,10,2.0,7,4,2.0,,0,0,0,0,0
      360519101  2,10,2.0,8,6,4.0,19.0,0,1,0,1,2
      360519101  4,10,2.0,11,6,4.0,16.0,0,0,0,0,0
      360519301  1,10,2.0,7,6,4.0,18.0,0,0,0,0,0
      360519301  3,10,2.0,12,6,4.0,,0,0,0,0,0
      360519301  4,10,2.0,12,6,4.0,,0,0,0,0,0
      360519301  6,10,2.0,11,6,4.0,,0,0,0,0,0
      360519401  1,10,2.0,14,3,4.0,22.0,0,0,0,0,0
      360600101  1,10,2.0,16,4,2.0,19.0,0,0,0,0,0
      360600301  1,10,2.0,13,5,1.0,19.0,1,0,0,0,1
      360600501  2,10,2.0,11,4,2.0,20.0,0,1,0,0,1
      360600501  4,10,2.0,7,4,2.0,,0,0,0,0,0
      360610201  2,10,2.0,13,3,4.0,21.0,0,0,0,0,0
      360610301  3,10,2.0,13,7,1.0,24.0,0,0,0,0,0
      360610301  6,10,2.0,7,7,1.0,,0,0,0,0,0
      360610401  1,1,2.0,11,4,2.0,21.0,1,1,1,0,3
      360614801  2,10,2.0,14,4,2.0,30.0,0,0,0,0,0
      360614901  3,10,2.0,13,6,1.0,22.0,0,0,0,0,0
      360702801  2,10,1.0,7,8,2.0,,0,0,0,0,0
      360702801  3,10,1.0,14,8,2.0,38.0,0,0,0,0,0
      360702801  6,10,1.0,12,8,2.0,24.0,0,0,0,0,0
      360705101  2,10,1.0,14,3,2.0,26.0,0,0,0,0,0
      360707701  2,10,1.0,6,4,2.0,17.0,0,0,0,0,0
      360709701  2,10,1.0,11,5,3.0,19.0,0,0,0,0,0
      360709801  4,10,1.0,9,16,2.0,18.0,1,0,0,0,1
      360709801  8,10,1.0,5,16,2.0,,0,0,0,0,0
      360712601  3,10,1.0,14,10,3.0,,0,0,0,0,0
      360712601  6,10,1.0,14,10,3.0,30.0,0,0,0,0,0
      360712601  9,10,1.0,7,10,3.0,,0,0,0,0,0
      360713701  2,10,1.0,9,7,2.0,19.0,0,0,0,0,0
      360713701  3,10,1.0,8,7,2.0,,0,0,0,0,0
      360713701  7,10,1.0,11,7,2.0,,0,0,0,0,0
      360717301  1,10,1.0,14,3,3.0,33.0,0,0,0,0,0
      360717301  3,10,1.0,14,3,3.0,,0,0,0,0,0
      360717601  2,10,1.0,14,4,3.0,22.0,0,0,0,0,0
      360800201  3,10,1.0,14,5,4.0,25.0,1,1,0,0,2
      360801001  1,10,1.0,11,6,2.0,16.0,0,0,0,0,0
      360801001  3,10,1.0,10,6,2.0,,0,0,0,0,0
      360804901  1,10,1.0,16,4,4.0,21.0,0,0,0,0,0
      360804901  3,10,1.0,16,4,4.0,21.0,0,0,0,0,0
      360806001  2,10,1.0,4,8,1.0,14.0,0,0,0,0,0
      360806001  3,10,1.0,7,8,1.0,,0,0,0,0,0
      360806002  2,10,1.0,6,7,1.0,18.0,0,0,0,0,0
      360806002  5,10,1.0,11,7,1.0,18.0,1,0,1,0,2
      360806003  5,10,1.0,9,5,2.0,,0,0,0,0,0
      360807201  1,10,1.0,14,6,2.0,21.0,0,0,0,0,0
      360807201  4,10,1.0,11,6,2.0,19.0,1,0,0,0,1
      360814401  4,10,1.0,11,10,2.0,18.0,0,0,0,0,0
      360814401  7,10,1.0,15,10,2.0,21.0,1,1,1,0,3
      360819601  6,10,1.0,9,7,2.0,,0,0,0,0,0
      360902401  2,10,1.0,11,4,3.0,20.0,0,0,0,0,0
      360902601  2,10,1.0,14,6,4.0,,0,0,0,0,0
      360902601  4,10,1.0,13,6,4.0,19.0,1,0,0,0,1
      360903301  2,10,1.0,14,4,3.0,23.0,1,0,0,0,1
      360908501  2,10,1.0,11,5,3.0,18.0,0,0,0,0,0
      360916001  4,10,1.0,11,5,2.0,22.0,1,1,0,1,3
      360918301  3,10,1.0,14,7,5.0,16.0,0,0,0,0,0
      360918301  6,10,1.0,11,7,5.0,19.0,0,0,0,0,0
      361003601  2,10,1.0,11,5,2.0,28.0,0,0,0,0,0
      361006101  4,10,1.0,9,8,3.0,17.0,0,0,0,0,0
      361006101  7,10,1.0,13,8,3.0,,0,0,0,0,0
      361011001  6,10,1.0,8,14,3.0,15.0,0,0,0,0,0
      361011001 10,10,1.0,14,14,3.0,17.0,0,0,0,0,0
      361011001 11,10,1.0,14,14,3.0,27.0,0,0,0,0,0
      361011001 13,10,1.0,13,14,3.0,,0,0,0,0,0
      361012501  6,10,1.0,11,9,3.0,28.0,0,0,0,0,0
      361100801  4,10,1.0,17,5,4.0,,0,0,0,0,0
      361101701  2,10,1.0,11,7,3.0,18.0,1,1,0,0,2
      361104301  3,10,1.0,16,8,4.0,,0,0,0,0,0
      361104301  4,10,1.0,16,8,4.0,,0,0,0,0,0
      361104301  6,10,1.0,11,8,4.0,22.0,0,0,0,0,0
      361104301  7,10,1.0,5,8,4.0,,0,0,0,0,0
      361106801  2,10,1.0,12,4,3.0,21.0,0,0,0,0,0
      361107201  2,10,1.0,11,6,3.0,28.0,0,0,0,0,0
      361108901  4,10,1.0,16,6,5.0,,0,0,0,0,0
      361200301  3,10,1.0,12,4,3.0,23.0,1,0,0,0,1
      361205201  1,10,1.0,14,2,4.0,34.0,0,0,0,0,0
      361206001  2,10,1.0,16,6,4.0,34.0,0,0,0,0,0
      361206001  6,10,1.0,11,6,4.0,21.0,0,0,0,0,0
      361207201  1,10,1.0,14,3,3.0,,1,0,0,0,1
      361209001  2,10,1.0,14,4,5.0,30.0,0,0,0,0,0
      361211001  2,10,1.0,16,4,5.0,25.0,0,0,0,0,0
      361212001  2,10,1.0,18,5,5.0,27.0,0,0,0,0,0
      361301301  2,10,1.0,8,4,2.0,16.0,0,0,0,0,0
      361301401  2,10,1.0,11,5,2.0,22.0,0,0,0,0,0
      361303301  3,10,1.0,14,7,3.0,21.0,1,0,0,0,1
      361303301  6,10,1.0,13,7,3.0,19.0,0,0,0,0,0
      361308001  1,10,1.0,11,6,3.0,18.0,0,0,0,0,0
      361308001  4,10,1.0,11,6,3.0,,0,0,0,0,0
      361312101  3,10,1.0,11,6,3.0,26.0,0,0,0,0,0
      361312101  4,10,1.0,5,6,3.0,,0,0,0,0,0
      361313501  2,10,1.0,11,12,2.0,28.0,0,0,0,0,0
      361313501  4,10,1.0,10,12,2.0,,0,0,0,0,0
      361313501  6,10,1.0,11,12,2.0,,0,0,0,0,0
      361313501 10,10,1.0,11,12,2.0,22.0,0,0,0,0,0
      361313501 12,10,1.0,10,12,2.0,,0,0,0,0,0
      361400301  3,10,1.0,3,10,1.0,20.0,0,0,0,0,0
      361400301  5,10,1.0,9,10,1.0,17.0,0,0,0,0,0
      361400301  9,10,1.0,8,10,1.0,20.0,0,0,0,0,0
      361400301 10,10,1.0,5,10,1.0,,0,0,0,0,0
      361400801  1,10,1.0,8,3,2.0,15.0,0,0,0,0,0
      361400801  3,10,1.0,6,3,2.0,,0,0,0,0,0
      361400901  2,10,1.0,6,6,1.0,15.0,0,0,0,0,0
      361404401  2,10,1.0,9,4,1.0,24.0,1,1,1,0,3
      361404401  4,10,1.0,8,4,1.0,,0,0,0,0,0
      361407001  5,10,1.0,11,11,1.0,17.0,0,0,0,0,0
      361407001  6,10,1.0,11,11,1.0,14.0,0,0,0,0,0
      361407001  7,10,1.0,7,11,1.0,,0,0,0,0,0
      361407001  9,10,1.0,16,11,1.0,,0,0,0,0,0
      361410101  3,10,1.0,15,12,2.0,,0,0,0,0,0
      361410101  5,10,1.0,10,12,2.0,19.0,0,0,0,0,0
      361410101  9,10,1.0,14,12,2.0,23.0,0,0,0,0,0
      361411401  2,10,1.0,11,3,4.0,26.0,0,0,0,0,0
      361411501  2,10,1.0,3,9,2.0,17.0,0,0,0,0,0
      361411501  4,10,1.0,6,9,2.0,,0,0,0,0,0
      361411501  5,10,1.0,9,9,2.0,18.0,0,0,0,0,0
      361501001  2,10,1.0,6,6,1.0,19.0,0,0,0,0,0
      361501001  4,10,1.0,7,6,1.0,19.0,1,1,1,0,3
      361501101  2,10,1.0,8,4,1.0,19.0,1,1,1,0,3
      361504601  2,10,1.0,13,3,1.0,21.0,1,1,0,0,2
      361508401  2,10,1.0,11,6,3.0,24.0,0,0,0,0,0
      361508401  4,10,1.0,11,6,3.0,,0,0,0,0,0
      361509901  5,10,1.0,16,11,2.0,,0,0,0,0,0
      361509901  7,10,1.0,10,11,2.0,20.0,0,0,0,0,0
      361512801  2,10,1.0,6,7,1.0,16.0,0,0,0,0,0
      361512801  6,10,1.0,11,7,1.0,,0,0,0,0,0
      361515001  2,10,1.0,12,8,3.0,19.0,0,0,0,0,0
      361515001  5,10,1.0,13,8,3.0,19.0,0,0,0,0,0
      361517001  2,10,1.0,14,7,1.0,21.0,0,0,0,0,0
      361517001  4,10,1.0,7,7,1.0,,0,0,0,0,0
      361602001  2,10,1.0,11,4,3.0,17.0,0,0,0,0,0
      361605701  2,10,1.0,12,5,1.0,18.0,1,0,0,0,1
      361606601  1,10,1.0,11,4,2.0,22.0,0,0,0,0,0
      361606601  3,10,1.0,11,4,2.0,18.0,1,1,0,0,2
      361608701  1,10,1.0,16,4,2.0,18.0,1,1,0,0,2
      361608701  2,10,1.0,8,4,2.0,,0,0,0,0,0
      361611201  2,10,1.0,11,8,2.0,16.0,0,0,0,0,0
      361611201  3,10,1.0,9,8,2.0,,0,0,0,0,0
      361611201  4,10,1.0,6,8,2.0,,0,0,0,0,0
      361611201  7,10,1.0,7,8,2.0,,0,0,0,0,0
      361612401  2,10,1.0,11,7,1.0,20.0,0,0,0,0,0
      361612401  4,10,1.0,9,7,1.0,,0,0,0,0,0
      361614401  2,10,1.0,6,7,2.0,16.0,0,0,0,0,0
      361614401  6,10,1.0,14,7,2.0,,0,0,0,0,0
      361702101  2,10,1.0,6,4,1.0,19.0,0,1,1,0,2
      361703801  2,10,1.0,6,4,1.0,17.0,0,0,0,0,0
      361705401  2,10,1.0,1,4,1.0,20.0,0,0,0,0,0
      361710401  2,10,1.0,6,6,1.0,16.0,0,0,1,0,1
      361711401  3,10,1.0,11,8,1.0,,0,0,0,0,0
      361711401  5,10,1.0,8,8,1.0,15.0,0,0,0,0,0
      361711501  1,9,1.0,6,4,3.0,20.0,1,0,0,0,1
      361713901  2,9,1.0,7,4,1.0,19.0,0,1,1,0,2
      361714401  2,9,1.0,1,7,1.0,17.0,1,1,1,1,4
      361803301  2,10,1.0,10,6,2.0,17.0,0,0,0,0,0
      361803301  4,10,1.0,8,6,2.0,,0,0,0,0,0
      361804101  2,10,1.0,9,7,2.0,17.0,1,1,1,1,4
      361804101  4,10,1.0,7,7,2.0,,0,0,0,0,0
      361805001  2,10,1.0,9,2,4.0,,0,0,0,0,0
      361806201  2,10,1.0,14,5,4.0,28.0,0,0,0,0,0
      361806201  3,10,1.0,6,5,4.0,,0,0,0,0,0
      361809701  2,10,1.0,16,5,4.0,21.0,0,0,0,0,0
      361812301  4,10,1.0,12,12,3.0,,0,0,0,0,0
      361812301  5,10,1.0,11,12,3.0,,0,0,0,0,0
      361812301  9,10,1.0,11,12,3.0,34.0,0,0,0,0,0
      361813301  4,10,1.0,11,6,3.0,21.0,1,1,1,0,3
      361813801  3,10,1.0,14,5,3.0,21.0,0,0,0,0,0
      361813802  2,10,1.0,11,3,3.0,22.0,0,0,0,0,0
      361817201  2,10,1.0,14,3,3.0,25.0,1,1,0,0,2
      361902001  2,10,1.0,6,6,1.0,17.0,0,0,0,0,0
      361904801  2,10,1.0,5,5,3.0,16.0,0,0,0,0,0
      361904801  3,10,1.0,16,5,3.0,,0,0,0,0,0
      361908201  4,10,1.0,16,7,3.0,,0,0,0,0,0
      361908201  5,10,1.0,14,7,3.0,32.0,0,0,0,0,0
      361908901  1,10,1.0,14,3,4.0,18.0,0,0,0,0,0
      361911501  1,10,1.0,14,8,2.0,19.0,0,0,0,0,0
      361911501  3,10,1.0,9,8,2.0,,0,0,0,0,0
      361916401  2,10,1.0,7,5,2.0,15.0,0,0,0,0,0
      361916401  5,10,1.0,9,5,2.0,,0,0,0,0,0
      361918001  7,10,1.0,6,19,1.0,22.0,0,0,0,0,0
      361918001 10,10,1.0,7,19,1.0,,0,0,0,0,0
      361918001 11,10,1.0,5,19,1.0,,0,0,0,0,0
      361918001 12,10,1.0,9,19,1.0,22.0,0,0,0,0,0
      361918001 14,10,1.0,11,19,1.0,,0,0,0,0,0
      361918001 17,10,1.0,16,19,1.0,30.0,0,0,0,0,0
      362008101  2,8,2.0,0,6,1.0,13.0,0,0,0,0,0
      362008101  5,8,2.0,8,6,1.0,22.0,0,0,0,0,0
      362008201  3,8,2.0,11,12,1.0,20.0,0,0,0,0,0
      362008201  9,8,2.0,6,12,1.0,,0,0,0,0,0
      362008201 10,8,2.0,10,12,1.0,,0,0,0,0,0
      362008301  2,8,2.0,14,5,1.0,24.0,0,0,1,0,1
      362009001  1,8,2.0,11,3,1.0,24.0,0,0,0,0,0
      362012001  2,8,2.0,2,7,1.0,19.0,0,0,0,0,0
      362012101  2,8,2.0,3,9,1.0,21.0,0,0,0,0,0
      362012101  3,8,2.0,3,9,1.0,,0,0,0,0,0
      362012301  3,8,2.0,8,7,1.0,,0,0,0,0,0
      362012401  2,8,2.0,5,9,1.0,18.0,0,0,0,0,0
      362015901  4,8,2.0,5,7,1.0,,0,0,0,0,0
      362100401  2,9,2.0,6,5,1.0,17.0,0,0,0,0,0
      362100501  2,9,2.0,6,6,1.0,20.0,1,0,0,0,1
      362100501  3,9,2.0,5,6,1.0,,0,0,0,0,0
      362100701  2,9,2.0,0,9,1.0,21.0,0,0,0,0,0
      362100701  3,9,2.0,6,9,1.0,,0,0,0,0,0
      362100701  4,9,2.0,5,9,1.0,,0,0,0,0,0
      362100701  7,9,2.0,6,9,1.0,18.0,0,0,0,0,0
      362100801  1,9,2.0,6,8,1.0,16.0,0,0,0,0,0
      362100801  3,9,2.0,4,8,1.0,,0,0,0,0,0
      362103201  2,9,2.0,6,6,1.0,14.0,1,1,0,0,2
      362103501  2,9,2.0,5,6,1.0,21.0,0,0,0,0,0
      362107901  2,9,2.0,6,11,1.0,17.0,0,1,1,0,2
      362107901  3,9,2.0,6,11,1.0,,0,0,0,0,0
      362107901  4,9,2.0,5,11,1.0,,0,0,0,0,0
      362107901 10,9,2.0,11,11,1.0,18.0,0,0,0,0,0
      362108101  6,9,2.0,5,8,1.0,,0,0,0,0,0
      362108301  2,9,2.0,6,4,1.0,25.0,0,0,0,0,0
      362205501  2,10,2.0,1,4,1.0,25.0,1,0,1,0,2
      362205601  2,10,2.0,11,4,1.0,15.0,0,0,0,0,0
      362205901  2,10,2.0,6,7,1.0,13.0,0,0,0,0,0
      362205901  5,10,2.0,7,7,1.0,,0,0,0,0,0
      362209001  3,10,2.0,7,5,1.0,13.0,1,0,0,0,1
      362209301  2,1,2.0,10,3,1.0,22.0,1,0,0,1,2
      362209401  6,10,2.0,7,8,1.0,18.0,0,0,0,0,0
      362209501  2,10,2.0,6,4,1.0,21.0,0,0,0,0,0
      362211401  2,10,2.0,6,7,1.0,17.0,0,0,0,0,0
      362211801  2,10,2.0,6,6,1.0,16.0,1,0,0,0,1
      362304701  2,10,2.0,5,5,1.0,17.0,1,1,1,0,3
      362304701  4,10,2.0,8,5,1.0,,0,0,0,0,0
      362305101  2,10,2.0,10,5,1.0,18.0,0,0,0,0,0
      362308601  2,10,2.0,11,5,1.0,24.0,0,1,1,1,3
      362308701  2,10,2.0,6,7,1.0,17.0,0,0,0,0,0
      362309001  2,10,2.0,6,8,1.0,20.0,0,1,0,0,1
      362316601  2,10,2.0,2,5,1.0,20.0,0,0,0,0,0
      362316601  4,10,2.0,11,5,1.0,,0,0,0,0,0
      362316701  2,10,2.0,6,6,1.0,16.0,0,0,0,0,0
      362317101  1,10,2.0,6,7,1.0,20.0,1,1,1,1,4
      362317101  4,10,2.0,5,7,1.0,,0,0,0,0,0
      362317201  2,10,2.0,7,5,1.0,19.0,0,0,0,0,0
      362402201  2,10,2.0,5,6,1.0,23.0,1,0,0,0,1
      362402201  3,10,2.0,8,6,1.0,,0,0,0,0,0
      362402201  4,10,2.0,5,6,1.0,,0,0,0,0,0
      362402501  2,6,2.0,4,5,1.0,16.0,0,0,0,0,0
      362402801  2,10,2.0,7,5,1.0,,0,0,0,0,0
      362402901  2,10,2.0,3,9,1.0,19.0,0,0,0,0,0
      362403001  2,10,2.0,8,7,1.0,18.0,0,0,0,0,0
      362403001  6,6,2.0,8,7,1.0,,0,0,0,0,0
      362403601  2,10,2.0,4,7,1.0,21.0,0,0,0,0,0
      362403801  3,10,2.0,7,6,1.0,,0,0,0,0,0
      362403801  4,10,2.0,11,6,1.0,15.0,0,0,0,0,0
      362404101  2,10,2.0,2,7,1.0,22.0,0,0,0,0,0
      362404101  3,10,2.0,8,7,1.0,,0,0,0,0,0
      362404101  5,10,2.0,11,7,1.0,19.0,0,0,0,0,0
      362404401  2,10,2.0,9,6,1.0,17.0,0,0,0,0,0
      362404401  3,10,2.0,9,6,1.0,,0,0,0,0,0
      362405201  2,6,2.0,0,7,1.0,16.0,0,0,0,0,0
      362405201  3,10,2.0,10,7,1.0,,0,0,0,0,0
      362405201  7,10,2.0,7,7,1.0,,0,0,0,0,0
      362405401  2,10,2.0,11,6,1.0,20.0,0,0,0,0,0
      362405401  3,10,2.0,7,6,1.0,,0,0,0,0,0
      362405401  4,10,2.0,5,6,1.0,,0,0,0,0,0
      362405501  2,10,2.0,7,5,1.0,14.0,0,0,0,0,0
      362405501  3,10,2.0,7,5,1.0,,0,0,0,0,0
      362503501  1,10,1.0,14,3,2.0,20.0,1,0,0,0,1
      362505001  2,10,1.0,6,4,4.0,,0,0,0,0,0
      362505001  3,10,1.0,17,4,4.0,36.0,1,0,0,0,1
      362506301  2,10,1.0,16,4,5.0,35.0,0,0,0,0,0
      362507001  1,10,1.0,10,6,1.0,17.0,0,0,0,0,0
      362507001  3,10,1.0,6,6,1.0,,0,0,0,0,0
      362507001  5,10,1.0,11,6,1.0,,0,0,0,0,0
      362507201  2,1,1.0,14,6,3.0,20.0,0,0,0,0,0
      362507201  3,10,1.0,9,6,3.0,,0,0,0,0,0
      362507201  4,10,1.0,6,6,3.0,,0,0,0,0,0
      362601401  2,1,1.0,12,3,4.0,21.0,0,0,0,0,0
      362602501  2,1,1.0,9,14,3.0,27.0,0,0,0,0,0
      362602501  6,10,1.0,8,14,3.0,22.0,0,0,0,0,0
      362602501  8,10,1.0,6,14,3.0,,0,0,0,0,0
      362602501  9,10,1.0,11,14,3.0,15.0,0,0,0,0,0
      362602501 12,10,1.0,11,14,3.0,19.0,0,0,0,0,0
      362603101  2,10,1.0,8,5,2.0,,0,0,0,0,0
      362603101  3,10,1.0,6,5,2.0,,0,0,0,0,0
      362603101  4,10,1.0,9,5,2.0,16.0,1,1,0,1,3
      362603301  2,10,1.0,10,3,2.0,19.0,0,0,0,0,0
      362603301  3,10,1.0,9,3,2.0,,0,0,0,0,0
      362603401  2,10,1.0,13,6,2.0,,0,0,0,0,0
      362603401  3,10,1.0,8,6,2.0,,0,0,0,0,0
      362603401  4,10,1.0,13,6,2.0,22.0,0,1,0,0,1
      362605701  1,10,1.0,9,6,2.0,18.0,0,0,0,0,0
      362605901  1,10,1.0,11,5,2.0,27.0,0,0,0,0,0
      362606201  1,10,1.0,14,3,4.0,23.0,0,0,0,0,0
      362700601  2,10,1.0,11,7,2.0,,0,0,0,0,0
      362700601  4,10,1.0,14,7,2.0,19.0,0,0,0,0,0
      362702101  2,10,1.0,16,4,3.0,27.0,0,0,0,0,0
      362703001  1,10,1.0,18,1,3.0,,0,0,0,0,0
      362704501  4,10,1.0,11,18,2.0,16.0,0,0,0,0,0
      362704501  8,10,1.0,6,18,2.0,17.0,0,0,0,0,0
      362704501 13,10,1.0,6,18,2.0,16.0,0,0,0,0,0
      362704501 14,5,1.0,6,18,2.0,,0,0,0,0,0
      362705401  3,10,1.0,9,4,1.0,17.0,0,0,0,0,0
      362705701  1,10,1.0,11,3,3.0,13.0,0,0,0,0,0
      362707001  1,10,1.0,11,3,3.0,19.0,1,0,0,0,1
      362707701  2,10,1.0,14,4,3.0,23.0,0,0,0,0,0
      362707701  3,10,1.0,10,4,3.0,,0,0,0,0,0
      362710801  1,10,1.0,14,3,2.0,20.0,0,0,0,0,0
      362710801  2,10,1.0,9,3,2.0,,0,0,0,0,0
      362800901  2,10,1.0,11,4,4.0,19.0,0,0,0,0,0
      362803201  1,1,1.0,14,2,3.0,20.0,0,0,0,0,0
      362804001  2,10,1.0,13,5,2.0,23.0,0,0,0,0,0
      362804201  3,10,1.0,16,5,4.0,26.0,0,0,0,0,0
      362804901  2,10,1.0,12,4,4.0,21.0,0,0,0,0,0
      362805301  2,10,1.0,16,3,4.0,29.0,0,0,0,0,0
      362806301  4,10,1.0,14,6,4.0,21.0,0,0,0,0,0
      362902901  1,10,1.0,14,4,3.0,38.0,1,0,0,0,1
      362903601  1,10,1.0,11,4,3.0,,0,0,0,0,0
      362905901  2,10,1.0,16,4,5.0,26.0,0,0,0,0,0
      362907301  1,10,1.0,11,7,5.0,17.0,0,0,0,0,0
      362907301  3,10,1.0,15,7,5.0,,0,0,0,0,0
      362907301  4,10,1.0,11,7,5.0,,0,0,0,0,0
      362907301  5,10,1.0,11,7,5.0,,0,0,0,0,0
      363000401  2,1,1.0,12,4,2.0,16.0,1,0,0,0,1
      363001301  1,10,1.0,11,5,4.0,16.0,0,0,0,0,0
      363002801  2,10,1.0,14,4,2.0,28.0,0,0,0,0,0
      363003701  1,10,1.0,9,3,3.0,16.0,1,1,1,0,3
      363004301  2,10,1.0,14,5,3.0,22.0,0,0,0,0,0
      363004701  2,10,1.0,11,3,2.0,18.0,0,0,0,0,0
      363007601  2,10,1.0,9,3,2.0,18.0,0,0,0,0,0
      363007701  1,10,1.0,10,5,3.0,18.0,1,1,0,0,2
      363100801  1,10,1.0,9,2,1.0,16.0,0,0,0,0,0
      363100801  2,10,1.0,9,2,1.0,,0,0,0,0,0
      363101101  1,10,1.0,14,5,2.0,21.0,0,0,0,0,0
      363101101  2,10,1.0,9,5,2.0,,0,0,0,0,0
      363101101  3,10,1.0,7,5,2.0,,0,0,0,0,0
      363102501  1,10,1.0,13,3,3.0,23.0,0,0,0,0,0
      363105801  2,10,1.0,16,4,4.0,29.0,0,1,0,0,1
      363106001  2,10,1.0,14,5,5.0,21.0,0,0,0,0,0
      363106001  4,10,1.0,18,5,5.0,,0,0,0,0,0
      363200201  1,10,1.0,13,5,3.0,15.0,0,0,0,0,0
      363200201  3,10,1.0,16,5,3.0,23.0,0,0,0,0,0
      363200301  1,10,1.0,11,5,2.0,24.0,1,1,1,1,4
      363200601  2,10,1.0,16,6,4.0,26.0,0,1,0,0,1
      363200901  1,10,1.0,16,1,4.0,,0,0,0,0,0
      363201701  1,10,1.0,16,3,4.0,29.0,0,0,0,0,0
      363205601  2,10,1.0,11,4,3.0,21.0,0,0,0,0,0
      363206901  3,10,1.0,9,8,2.0,,0,0,0,0,0
      363206901  4,10,1.0,8,8,2.0,,0,0,0,0,0
      363206901  6,10,1.0,14,8,2.0,20.0,0,0,0,0,0
      363207901  2,10,1.0,14,4,5.0,17.0,0,0,0,0,0
      363300301  2,1,1.0,11,5,4.0,22.0,1,1,1,0,3
      363300301  3,10,1.0,8,5,4.0,,0,0,0,0,0
      363302301  1,10,1.0,11,4,2.0,18.0,1,1,0,1,3
      363302901  2,10,1.0,9,6,2.0,18.0,0,0,0,0,0
      363303801  2,2,1.0,9,5,2.0,32.0,0,0,0,0,0
      363305401  1,1,1.0,16,3,2.0,31.0,0,0,0,0,0
